,slug,#,name,symbol,marketcap,price,totalsupply,volume,change1h,change24h,change7d,more-options
189,streamr-datacoin,"
190
",DATA,DATA,52207055.574,0.0770977,677154514.0,620524.0,-0.25%,-10.57%,-20.51%,Add to Watchlist
190,storiqa,"
191
",STQ,STQ,51022512.5414,0.00656868,7767544246.55,2639200.0,16.93%,25.82%,51.76%,Add to Watchlist
191,origintrail,"
192
",TRAC,TRAC,50262482.3074,0.187369,268253992.429,376117.0,1.64%,-12.14%,-25.04%,Add to Watchlist
192,peercoin,"
193
",PPC,PPC,49620906.3718,2.00251,24779355.0953,337420.0,-0.43%,-10.25%,-27.77%,Add to Watchlist
193,zebi,"
194
",ZCO,ZCO,49284558.2868,0.106758,461647448.311,1302480.0,0.84%,-8.71%,-24.80%,Add to Watchlist
194,c20,"
195
",C20,C20,49034418.5548,1.23541,39690805.9307,1389150.0,-0.75%,-4.60%,-21.59%,Add to Watchlist
195,bodhi,"
196
",BOT,BOT,48886800.0,1.22217,40000000.0,7286940.0,-0.95%,-2.65%,-0.24%,Add to Watchlist
196,amber,"
197
",AMB,AMB,48524875.801,0.335601,144590975.0,473873.0,-0.58%,-7.38%,-29.46%,Add to Watchlist
197,primecoin,"
198
",XPM,XPM,48324225.6232,2.034,23758223.0203,513760.0,-0.03%,-7.39%,-15.27%,Add to Watchlist
198,tomochain,"
199
",TOMO,TOMO,47616855.0,0.865761,55000000.0,2703560.0,-0.10%,-9.08%,-40.76%,Add to Watchlist
199,cybervein,"
200
",CVT,CVT,47319014.0108,0.05284,895515026.7,11152500.0,-0.68%,-8.77%,-26.55%,Add to Watchlist
200,litecoin-cash,"
201
",LCC,LCC,46976384.0866,0.0822052,571452707.209,157619.0,0.91%,0.98%,-30.41%,Add to Watchlist
201,genesis-vision,"
202
",GVT,GVT,46682402.9092,12.5262,3726780.89997,4292680.0,0.15%,-5.56%,-31.97%,Add to Watchlist
202,educare,"
203
",EKT,EKT,46032000.0,0.13152,350000000.0,12092200.0,0.06%,-6.98%,-19.27%,Add to Watchlist
203,zclassic,"
 204
",ZCL,ZCL,45955817.325,11.3355,4054150.0,398289.0,-0.42%,-1.47%,-25.22%,Add to Watchlist
204,republic-protocol,"
205
",REN,REN,44539980.1334,0.0858033,519094022.414,1195600.0,0.33%,-5.22%,-27.31%,Add to Watchlist
205,ethlend,"
206
",LEND,LEND,44525737.9002,0.0409838,1086422876.85,434662.0,-0.37%,-5.65%,-29.17%,Add to Watchlist
206,adx-net,"
207
",ADX,ADX,44404279.2017,0.60471,73430701.0,2481360.0,-0.04%,-1.28%,-23.36%,Add to Watchlist
207,iot-chain,"
208
",ITC,ITC,44306577.4307,0.8965,49421726.08,3554130.0,0.42%,-2.54%,-26.09%,Add to Watchlist
208,pillar,"
209
",PLR,PLR,44283705.3208,0.17075,259348201.0,90420.4,-1.03%,-5.50%,-30.78%,Add to Watchlist
209,oyster,"
210
",PRL,PRL,44157504.2681,0.566362,77966926.2205,600198.0,4.17%,-3.69%,-16.49%,Add to Watchlist
210,red-pulse,"
211
",RPX,RPX,43585719.4341,0.0540825,805911698.5,1352620.0,-1.71%,-9.32%,-35.90%,Add to Watchlist
211,ost,"
212
",OST,OST,43562029.4877,0.134966,322762988.365,949559.0,-0.16%,-5.16%,-26.43%,Add to Watchlist
212,edgeless,"
213
",EDG,EDG,43542756.3159,0.497137,87587036.0,644264.0,0.17%,-2.61%,-13.13%,Add to Watchlist
213,burst,"
214
",BURST,BURST,43501076.788,0.0223914,1942758237.0,332906.0,0.64%,-4.55%,-12.71%,Add to Watchlist
214,tokenpay,"
215
",TPAY,TPAY,42158515.7509,2.74132,15378910.7988,524784.0,-8.47%,-21.34%,-43.25%,Add to Watchlist
215,telcoin,"
216
",TEL,TEL,41629679.8905,0.00139666,29806595657.1,307725.0,0.51%,-2.16%,-29.04%,Add to Watchlist
216,hydro-protocol,"
217
",HOT,HOT,41621229.0,0.0592895,702000000.0,302722.0,-0.66%,-8.88%,-8.10%,Add to Watchlist
217,daex,"
218
",DAX,DAX,41593821.0,0.112355,370200000.0,1308830.0,-0.22%,-8.17%,-26.60%,Add to Watchlist
218,quantum-resistant-ledger,"
219
",QRL,QRL,41555436.0,0.799143,52000000.0,174017.0,-0.05%,-5.69%,-17.93%,Add to Watchlist
219,banca,"
220
",BANCA,BANCA,41364516.2509,0.00353574,11698970017.8,2370840.0,2.53%,-1.26%,-22.57%,Add to Watchlist
220,rock,"
221
",RKT,RKT,40892483.0598,0.129438,315923322.825,39935.6,-0.37%,-5.01%,-26.98%,Add to Watchlist
221,eidoo,"
222
",EDO,EDO,40613445.1802,1.38795,29261461.2776,5904860.0,0.54%,-1.36%,-24.39%,Add to Watchlist
222,ripio-credit-network,"
223
",RCN,RCN,40022091.3632,0.0814648,491280790.761,3097460.0,-0.44%,-5.98%,-28.36%,Add to Watchlist
223,einsteinium,"
224
",EMC2,EMC2,39858220.4795,0.183668,217012329.2,914012.0,0.26%,-3.44%,-21.67%,Add to Watchlist
224,electra,"
225
",ECA,ECA,39727168.8729,0.00157397,25240105512.1,813525.0,-1.02%,-3.45%,-20.57%,Add to Watchlist
225,bread,"
226
",BRD,BRD,39669577.7248,0.451495,87862717.693,3866090.0,-0.64%,-3.02%,-30.08%,Add to Watchlist
226,trueusd,"
227
",TUSD,TUSD,39426300.4925,1.02076,38624456.77,7676560.0,0.33%,0.85%,-0.97%,Add to Watchlist
227,airswap,"
228
",AST,AST,38891700.0,0.259278,150000000.0,1921050.0,0.23%,-7.44%,-36.69%,Add to Watchlist
228,experience-points,"
229
",XP,XP,38639332.1158,0.000167987,230013823188.0,120859.0,3.65%,2.23%,-40.30%,Add to Watchlist
229,paypie,"
230
",PPP,PPP,38491117.5,0.466559,82500000.0,507688.0,3.60%,-10.38%,-30.75%,Add to Watchlist
230,bitbay,"
231
",BAY,BAY,38228991.076,0.0377702,1012146906.19,140779.0,-1.54%,-10.20%,-30.35%,Add to Watchlist
231,babb,"
232
",BAX,BAX,38211897.2095,0.00181975,20998432317.4,314926.0,-1.87%,-7.95%,-24.50%,Add to Watchlist
232,salus,"
233
",SLS,SLS,38143529.6852,37.7461,1010529.02645,173464.0,-0.49%,-3.30%,-18.77%,Add to Watchlist
233,cloakcoin,"
234
",CLOAK,CLOAK,37842881.7237,7.36023,5141535.21339,612934.0,-0.63%,-7.14%,-32.76%,Add to Watchlist
234,dai,"
235
",DAI,DAI,37636622.437,1.00562,37426286.7058,1772520.0,0.02%,0.55%,0.17%,Add to Watchlist
235,district0x,"
236
",DNT,DNT,36066960.0,0.0601116,600000000.0,4709450.0,-0.15%,-4.94%,-29.20%,Add to Watchlist
236,singulardtv,"
237
",SNGLS,SNGLS,36039600.0,0.060066,600000000.0,494986.0,0.42%,-8.29%,-28.69%,Add to Watchlist
237,ravencoin,"
238
",RVN,RVN,35966013.4102,0.0317888,1131405193.34,334569.0,0.27%,-8.02%,-19.26%,Add to Watchlist
238,spankchain,"
239
",SPANK,SPANK,35601647.9658,0.118655,300043386.0,53175.3,-3.79%,-10.05%,-28.63%,Add to Watchlist
239,bitcny,"
240
",BITCNY,BITCNY,35443068.05,0.167635,211430000.0,12322400.0,1.26%,1.37%,4.64%,Add to Watchlist
240,viacoin,"
241
",VIA,VIA,34728930.1751,1.50731,23040336.875,753130.0,0.31%,-4.46%,-24.59%,Add to Watchlist
241,nanjcoin,"
242
",NANJ,NANJ,34729034.0611,0.00179368,19361889557.3,271391.0,0.33%,-7.71%,-28.55%,Add to Watchlist
242,wings,"
243
",WINGS,WINGS,33421557.1258,0.372558,89708333.0,5287000.0,1.51%,1.73%,-25.59%,Add to Watchlist
243,safe-exchange-coin,"
244
",SAFEX,SAFEX,33281279.7435,0.021567,1543157590.0,5192.8,0.05%,-4.52%,4.63%,Add to Watchlist
244,primas,"
245
",PST,PST,33234432.0,0.64911,51200000.0,1759110.0,-0.68%,-8.17%,-40.41%,Add to Watchlist
245,whitecoin,"
246
",XWC,XWC,33121920.2396,0.13303,248980833.193,355652.0,-0.24%,-4.14%,0.13%,Add to Watchlist
246,gulden,"
247
",NLG,NLG,33114305.1253,0.0831585,398207100.0,75265.8,-1.55%,-3.38%,-11.46%,Add to Watchlist
247,naga,"
248
",NGC,NGC,32923868.9728,0.570878,57672338.0,1723250.0,0.51%,-4.22%,-4.15%,Add to Watchlist
248,html-coin,"
249
",HTML,HTML,32683265.412,0.000496123,65877343747.5,355054.0,3.15%,-6.64%,-15.20%,Add to Watchlist
249,ins-ecosystem,"
250
",INS,INS,32465312.7167,1.07143,30300918.1344,2676950.0,1.47%,-0.22%,-19.39%,Add to Watchlist
250,decent-bet,"
251
",DBET,DBET,32413522.2647,0.254261,127481297.819,254094.0,0.97%,-22.84%,-30.29%,Add to Watchlist
251,kucoin-shares,"
252
",KCS,KCS,32270894.4008,2.89796,11135728.0296,369381.0,-0.36%,-4.33%,-23.88%,Add to Watchlist
252,datawallet,"
253
",DXT,DXT,32039625.0554,0.0821061,390222225.333,1171980.0,-2.77%,-9.22%,-9.03%,Add to Watchlist
253,wagerr,"
254
",WGR,WGR,31937343.0,0.174521,183000000.0,25160.7,0.98%,-3.11%,-5.78%,Add to Watchlist
254,datx,"
255
",DATX,DATX,31899228.3758,0.0229276,1391302551.33,2947240.0,0.88%,-2.90%,-36.36%,Add to Watchlist
255,ion,"
256
",ION,ION,31859324.0959,1.49807,21266912.8251,188545.0,0.84%,-3.08%,-22.22%,Add to Watchlist
256,wepower,"
257
",WPR,WPR,31852665.1881,0.0715307,445300621.805,2163850.0,-0.90%,-6.48%,-31.57%,Add to Watchlist
257,internet-node-token,"
258
",INT,INT,31750950.0,0.211673,150000000.0,5983130.0,-0.29%,-5.20%,-25.05%,Add to Watchlist
258,utrust,"
259
",UTK,UTK,31697863.8575,0.10391,305051139.039,659472.0,-0.79%,-3.09%,-27.01%,Add to Watchlist
259,soarcoin,"
260
",SOAR,SOAR,31495531.949,0.0293109,1074533090.05,42746.5,-0.47%,-3.26%,-16.64%,Add to Watchlist
260,alphacat,"
261
",ACAT,ACAT,31455100.5769,0.0112725,2790428084.0,7586580.0,-6.45%,-5.28%,60.97%,Add to Watchlist
261,metaverse,"
262
",ETP,ETP,31284803.4653,0.875888,35717812.6259,4317180.0,0.01%,-1.27%,-3.24%,Add to Watchlist
262,datum,"
263
",DAT,DAT,30786551.0329,0.0340534,904066878.281,6756030.0,0.80%,6.64%,-7.49%,Add to Watchlist
263,trinity-network-credit,"
264
",TNC,TNC,30609333.3027,0.091828,333333333.0,688898.0,-1.34%,-4.96%,-35.42%,Add to Watchlist
264,bitrent,"
265
",RNTB,RNTB,30608386.9,0.0363628,841750000.0,386762.0,-1.07%,-7.87%,-30.39%,Add to Watchlist
265,zoin,"
266
",ZOI,ZOI,30546078.9972,1.72266,17731925.625,133841.0,1.12%,1.15%,-27.85%,Add to Watchlist
266,minexcoin,"
267
",MNX,MNX,30502949.0711,7.95192,3835922.52828,96583.6,1.40%,-3.83%,-26.96%,Add to Watchlist
267,havven,"
268
",HAV,HAV,30141155.2231,0.494557,60945766.0554,788796.0,0.11%,-7.04%,-31.62%,Add to Watchlist
268,appcoins,"
269
",APPC,APPC,29889624.7947,0.298734,100054311.845,1119440.0,0.53%,-9.10%,-32.08%,Add to Watchlist
269,wabi,"
270
",WABI,WABI,29847095.6272,0.659633,45248032.811,418926.0,0.02%,-4.69%,-29.03%,Add to Watchlist
270,stakenet,"
271
",XSN,XSN,29543135.0314,0.44972,65692286.3812,248680.0,-2.11%,-7.00%,7.65%,Add to Watchlist
271,library-credit,"
272
",LBC,LBC,29449334.9627,0.176089,167241196.001,152481.0,-0.09%,-2.95%,-19.77%,Add to Watchlist
272,selfsell,"
273
",SSC,SSC,29402217.0,0.0753903,390000000.0,1534490.0,0.33%,-2.32%,-15.74%,Add to Watchlist
273,tokencard,"
274
",TKN,TKN,29240474.2715,1.20143,24338059.0392,142419.0,0.25%,-3.99%,-12.51%,Add to Watchlist
274,kickico,"
275
",KICK,KICK,29201751.6577,0.0627181,465603257.397,385647.0,-0.18%,-6.85%,-24.55%,Add to Watchlist
275,tierion,"
276
",TNT,TNT,29103047.6982,0.0679214,428481269.499,1318300.0,-0.65%,-8.56%,-32.28%,Add to Watchlist
276,counterparty,"
277
",XCP,XCP,28959481.5472,11.0686,2616363.54618,138990.0,-0.55%,-4.03%,-25.89%,Add to Watchlist
277,yee,"
278
",YEE,YEE,28937982.5084,0.0211966,1365218125.0,3139570.0,-1.21%,1.16%,-32.07%,Add to Watchlist
278,zeepin,"
279
",ZPT,ZPT,28908550.0,0.0578171,500000000.0,587769.0,-0.37%,-7.60%,-20.98%,Add to Watchlist
279,linkeye,"
280
",LET,LET,28574700.0,0.0476245,"
600,000,000
*
",6551020.0,-2.34%,0.25%,-18.48%,Add to Watchlist
280,vibe,"
281
",VIBE,VIBE,28498127.2079,0.142552,199913906.56,404365.0,-1.59%,-10.15%,-32.45%,Add to Watchlist
281,modum,"
282
",MOD,MOD,28358092.838,1.55249,18266200.0,317076.0,-1.06%,-6.80%,-35.65%,Add to Watchlist
282,mobilego,"
283
",MGO,MGO,28099977.5921,0.28665,98028877.0,1075460.0,-0.25%,-4.59%,-18.66%,Add to Watchlist
283,pura,"
284
",PURA,PURA,28033232.9741,0.16126,173838726.12,80717.6,-1.16%,-4.95%,-27.51%,Add to Watchlist
284,tokenclub,"
285
",TCT,TCT,27639687.6281,0.0574122,481425335.174,574680.0,-1.52%,-6.45%,-19.27%,Add to Watchlist
285,odyssey,"
286
",OCN,OCN,27198600.0,0.0135993,2000000000.0,15983500.0,0.66%,-7.10%,-26.21%,Add to Watchlist
286,feathercoin,"
287
",FTC,FTC,26881160.2166,0.133094,201971240.0,55191.3,-0.10%,2.21%,-21.58%,Add to Watchlist
287,trade-token,"
288
",TIO,TIO,26847843.1496,0.29857,89921436.0103,166506.0,0.48%,-5.05%,-10.21%,Add to Watchlist
288,presearch,"
289
",PRE,PRE,26655815.0,0.171973,155000000.0,80975.9,1.12%,-3.77%,-22.53%,Add to Watchlist
289,tokenomy,"
290
",TEN,TEN,26528737.1829,0.212899,124607147.91,883338.0,-3.59%,-9.23%,-20.99%,Add to Watchlist
290,fuzex,"
291
",FXT,FXT,26241424.261,0.0360009,728910228.94,865233.0,-3.13%,-16.62%,-44.29%,Add to Watchlist
291,electrifyasia,"
292
",ELEC,ELEC,26166526.0161,0.0635778,411567025.221,397816.0,-1.17%,-7.04%,-28.48%,Add to Watchlist
292,cpchain,"
293
",CPC,CPC,26135648.6336,0.0905081,288765852.267,2154990.0,-0.34%,-8.53%,-28.68%,Add to Watchlist
293,odem,"
294
",ODE,ODE,26112114.4062,0.147125,177482510.832,9152.08,0.00%,0.75%,-10.88%,Add to Watchlist
294,qunqun,"
295
",QUN,QUN,26079000.4807,0.0324243,804304194.098,812227.0,-0.30%,-1.47%,-29.24%,Add to Watchlist
295,decent,"
296
",DCT,DCT,25876944.2724,0.504364,51306089.0,2372950.0,5.75%,-10.15%,-32.45%,Add to Watchlist
296,melon,"
297
",MLN,MLN,25499315.16,42.5414,599400.0,295130.0,-0.09%,-4.54%,-21.89%,Add to Watchlist
297,unobtanium,"
298
",UNO,UNO,25381403.8241,127.734,198705.151519,6096.8,0.06%,-1.42%,-1.09%,Add to Watchlist
298,eccoin,"
299
",ECC,ECC,25316000.0,0.00101264,25000000000.0,20835.4,0.04%,3.59%,-12.23%,Add to Watchlist
299,lunyr,"
300
",LUN,LUN,25096691.7531,10.9218,2297853.07853,11450300.0,-0.26%,-8.19%,-29.72%,Add to Watchlist
300,faircoin,"
301
",FAIR,FAIR,25023548.5878,0.470422,53193831.47,3019.23,0.02%,-1.26%,38.42%,Add to Watchlist
301,qlink,"
302
",QLC,QLC,24931200.0,0.10388,240000000.0,3898520.0,0.31%,-11.04%,-35.43%,Add to Watchlist
302,steem-dollars,"
303
 ",SBD,SBD,24609964.2201,1.7115,14379178.627,729507.0,-0.46%,-5.93%,-24.14%,Add to Watchlist
303,namecoin,"
304
",NMC,NMC,24513706.672,1.66348,14736400.0,160450.0,0.10%,-5.61%,-21.86%,Add to Watchlist
304,etherparty,"
305
",FUEL,FUEL,24349906.4709,0.0501285,485749752.554,379985.0,-0.16%,-8.36%,-27.58%,Add to Watchlist
305,blox,"
306
",CDT,CDT,24129843.1603,0.0364525,661953039.17,388737.0,-0.53%,-8.38%,-31.38%,Add to Watchlist
306,aeon,"
307
",AEON,AEON,23911361.1999,1.51037,15831459.3112,33465.9,0.23%,-8.80%,-23.24%,Add to Watchlist
307,cashaa,"
308
",CAS,CAS,23702836.1896,0.0629421,376581591.489,239173.0,-3.61%,0.47%,118.11%,Add to Watchlist
308,shift,"
309
",SHIFT,SHIFT,23398170.1272,1.93718,12078469.8,433437.0,0.95%,-0.87%,-13.70%,Add to Watchlist
309,taas,"
310
",TAAS,TAAS,23388064.2977,2.87111,8146000.7794,254800.0,0.03%,-9.07%,-29.12%,Add to Watchlist
310,sentinel,"
311
",SENT,SENT,23382539.9896,0.0123066,1899999999.15,429191.0,-0.09%,-11.51%,-30.03%,Add to Watchlist
311,u-network,"
312
",UUU,UUU,23380020.0512,0.00405019,5772573645.0,132018.0,1.64%,-2.88%,-23.26%,Add to Watchlist
312,triggers,"
313
",TRIG,TRIG,23359087.1347,0.727571,32105577.5103,1680250.0,0.46%,-12.47%,-27.31%,Add to Watchlist
313,cobinhood,"
314
",COB,COB,23290480.7693,0.0642627,362426116.071,13702.6,-1.15%,-3.04%,-23.96%,Add to Watchlist
314,dock,"
315
",DOCK,DOCK,23110069.4864,0.101116,228550076.016,822262.0,-0.13%,-7.70%,-36.16%,Add to Watchlist
315,yoyow,"
316
",YOYOW,YOYOW,22907468.2729,0.0868222,263843444.107,998080.0,-0.40%,-5.50%,-30.45%,Add to Watchlist
316,universa,"
317
",UTNP,UTNP,22869004.7913,0.0128118,1784995456.63,967177.0,-0.51%,-4.34%,-24.93%,Add to Watchlist
317,fortuna,"
318
",FOTA,FOTA,22535761.6528,0.0561669,401228510.971,1732950.0,-1.50%,0.96%,3.39%,Add to Watchlist
318,mobius,"
319
",MOBI,MOBI,22103844.2023,0.0586842,376657502.4,239170.0,-0.34%,-7.15%,-25.25%,Add to Watchlist
319,colossusxt,"
320
",COLX,COLX,22095419.7625,0.00202689,10901144000.2,97023.2,4.26%,-5.11%,-26.15%,Add to Watchlist
320,humaniq,"
321
",HMQ,HMQ,21593020.572,0.132584,162862944.036,55444.2,0.15%,-3.54%,-16.45%,Add to Watchlist
321,spectre-dividend,"
322
",SXDT,SXDT,21539538.3748,0.262442,82073518.6244,47364.7,2.18%,-2.34%,-23.09%,Add to Watchlist
322,propy,"
323
",PRO,PRO,21527970.2435,1.10484,19485147.3911,7173420.0,1.13%,-8.57%,-14.76%,Add to Watchlist
323,viberate,"
324
",VIB,VIB,21104876.1715,0.124596,169386466.432,3119780.0,-0.18%,-9.02%,-38.39%,Add to Watchlist
324,phore,"
325
",PHR,PHR,20994652.5461,1.58238,13267769.149,245503.0,-1.59%,6.84%,-7.09%,Add to Watchlist
325,legolas-exchange,"
326
",LGO,LGO,20885969.0285,0.174536,119665679.45,107643.0,-0.58%,-1.59%,-22.67%,Add to Watchlist
326,aurora-dao,"
327
",AURA,AURA,20882175.6458,0.204913,101907520.0,122834.0,0.84%,-6.33%,32.06%,Add to Watchlist
327,casinocoin,"
328
",CSC,CSC,20868238.7167,0.000580107,35973085511.3,23504.8,0.05%,-10.47%,-18.10%,Add to Watchlist
328,elastic,"
329
",XEL,XEL,20803400.4296,0.227054,91623140.0,94908.4,0.48%,0.57%,-26.83%,Add to Watchlist
329,proxeus,"
330
",XES,XES,20605894.9404,0.103944,198240350.0,379453.0,9.41%,-6.92%,-30.03%,Add to Watchlist
330,refereum,"
331
",RFR,RFR,20536103.3355,0.00872444,2353859197.32,288416.0,-0.61%,-12.90%,-38.18%,Add to Watchlist
331,blockmason,"
332
",BCPT,BCPT,20472863.0466,0.28282,72388314.2867,1948270.0,-0.37%,-8.95%,-34.70%,Add to Watchlist
332,bitqy,"
333
",BQ,BQ,20296140.04,0.00652026,3112780784.81,3581.35,8.54%,53.41%,51.56%,Add to Watchlist
333,oraclechain,"
334
",OCT,OCT,20221530.0,0.674051,30000000.0,33049.3,-2.42%,-3.72%,-6.78%,Add to Watchlist
334,medical-chain,"
335
",MTN,MTN,20033465.0,0.108289,185000000.0,4552250.0,-0.09%,-2.15%,-30.02%,Add to Watchlist
335,firstblood,"
336
",1ST,1ST,19857413.3261,0.232092,85558370.5,3700420.0,-0.14%,-6.80%,-29.64%,Add to Watchlist
336,bankex,"
337
",BKX,BKX,19698028.7066,0.278684,70682309.3776,752153.0,0.28%,-1.47%,-15.64%,Add to Watchlist
337,bloomtoken,"
338
",BLT,BLT,19649496.904,0.411573,47742434.2803,957961.0,-1.06%,-17.97%,-26.67%,Add to Watchlist
338,stox,"
339
",STX,STX,19490513.225,0.453226,43003960.9929,2534030.0,0.45%,2.34%,-24.28%,Add to Watchlist
339,qbao,"
340
",QBT,QBT,19449165.6954,0.297609,65351403.0,3068620.0,-5.21%,1.82%,-16.22%,Add to Watchlist
340,unikoin-gold,"
341
",UKG,UKG,19448684.819,0.137668,141272371.35,1030810.0,-0.06%,-7.78%,-32.43%,Add to Watchlist
341,bitcoin-green,"
342
",BITG,BITG,19367797.3545,5.76935,3357015.49646,90098.9,0.14%,1.56%,-20.16%,Add to Watchlist
342,neurotoken,"
343
",NTK,NTK,19365671.575,0.239002,81027236.4876,971638.0,-0.41%,-8.02%,-24.52%,Add to Watchlist
343,deeponion,"
344
",ONION,ONION,19308015.9375,1.27198,15179496.4838,33597.9,0.33%,-4.30%,-25.06%,Add to Watchlist
344,decision-token,"
345
",HST,HST,19231515.9707,0.600497,32025998.4158,109850.0,1.89%,3.09%,-6.64%,Add to Watchlist
345,hive-project,"
346
",HVN,HVN,19208550.0,0.0512228,375000000.0,38159.5,-0.86%,-7.03%,-2.64%,Add to Watchlist
346,zeusshield,"
347
",ZSC,ZSC,19094086.2098,0.0165579,1153170765.0,373391.0,-0.21%,-5.71%,-29.45%,Add to Watchlist
347,lamden,"
348
",TAU,TAU,19066436.0312,0.134067,142215728.19,67100.3,-0.19%,-5.41%,-36.17%,Add to Watchlist
348,cofound-it,"
349
",CFI,CFI,18786495.0,0.0578046,325000000.0,236277.0,-0.09%,-7.31%,-31.80%,Add to Watchlist
349,suncontract,"
350
",SNC,SNC,18658466.4962,0.155852,119719134.154,2561980.0,-0.03%,-6.61%,-30.88%,Add to Watchlist
350,potcoin,"
351
",POT,POT,18645287.9227,0.0847426,220022608.731,93449.4,-0.65%,19.15%,-18.75%,Add to Watchlist
351,stk,"
352
",STK,STK,18523058.5015,0.0541872,341834575.352,1024240.0,-0.65%,-4.12%,-30.45%,Add to Watchlist
352,coss,"
353
",COSS,COSS,18282934.9277,0.153883,118810621.886,95997.5,0.70%,-13.36%,-28.45%,Add to Watchlist
353,prizm,"
354
",PZM,PZM,18212007.7049,0.955078,19068607.7,10981.1,0.72%,-2.86%,-2.11%,Add to Watchlist
354,mercury,"
355
",MER,MER,18193800.0,0.181938,100000000.0,2318830.0,0.43%,5.37%,-13.95%,Add to Watchlist
355,ugchain,"
 356
",UGC,UGC,18167335.7402,0.0319374,568842039.121,63706.4,1.63%,0.92%,-24.27%,Add to Watchlist
356,xtrabytes,"
357
",XBY,XBY,18148967.0,0.0422069,430000000.0,28173.3,0.22%,-8.63%,-21.97%,Add to Watchlist
357,peerplays-ppy,"
358
",PPY,PPY,18068464.4205,4.5479,3972924.73899,1658.08,-0.07%,-7.91%,4.75%,Add to Watchlist
358,pepe-cash,"
359
",PEPECASH,PEPECASH,17976302.2965,0.0256115,701884009.0,26531.5,-0.55%,-1.44%,-12.47%,Add to Watchlist
359,lykke,"
360
",LKK,LKK,17832708.3052,0.0567676,314135322.0,8177.99,0.00%,-4.95%,-11.00%,Add to Watchlist
360,ixledger,"
361
",IXT,IXT,17813320.3148,0.497873,35778843.8312,190955.0,2.04%,-4.45%,-25.29%,Add to Watchlist
361,bean-cash,"
362
",BITB,BITB,17623828.567,0.00697034,2528403000.0,63574.9,1.03%,-3.46%,-20.02%,Add to Watchlist
362,sentinel-chain,"
363
",SENC,SENC,17535162.5093,0.0888893,197269665.857,318079.0,-0.69%,-12.60%,-39.35%,Add to Watchlist
363,synereo,"
364
",AMP,AMP,17484564.8677,0.173581,100728564.0,89847.8,-0.15%,-2.89%,-26.91%,Add to Watchlist
364,mothership,"
365
",MSP,MSP,17361540.0,0.124011,140000000.0,69725.8,-1.21%,-3.58%,-21.12%,Add to Watchlist
365,swftcoin,"
366
",SWFTC,SWFTC,17238252.5,0.00985043,1750000000.0,15103000.0,0.66%,-7.13%,-35.33%,Add to Watchlist
366,energo,"
367
",TSL,TSL,17201787.7369,0.0258205,666206608.584,899604.0,1.00%,-4.65%,-24.85%,Add to Watchlist
367,adtoken,"
368
",ADT,ADT,17144940.0,0.0285749,600000000.0,98161.3,-1.17%,-8.77%,-31.30%,Add to Watchlist
368,prochain,"
369
",PRA,PRA,16636876.7961,0.335673,49562749.45,11998600.0,0.02%,-3.66%,-24.16%,Add to Watchlist
369,everex,"
370
",EVX,EVX,16616160.0,1.00704,16500000.0,880965.0,0.40%,-5.44%,-25.47%,Add to Watchlist
370,karma,"
371
",KRM,KRM,16517531.5088,0.00926489,1782809241.0,21995.0,0.50%,-3.34%,-14.72%,Add to Watchlist
371,leocoin,"
372
",LEO,LEO,16448010.9639,0.161662,101743210.921,1324300.0,-0.82%,-3.82%,-16.75%,Add to Watchlist
372,crown,"
373
",CRW,CRW,16422808.9604,0.884096,18575820.9068,41700.8,-0.42%,-2.55%,-19.27%,Add to Watchlist
373,bitcoin-atom,"
374
",BCA,BCA,16398910.3551,0.909681,18027100.0,17558.9,-0.04%,-0.06%,-25.44%,Add to Watchlist
374,daostack,"
375
",GEN,GEN,16293174.4194,0.488137,33378281.9566,83234.7,0.38%,-7.18%,-37.54%,Add to Watchlist
375,blackcoin,"
376
",BLK,BLK,16053296.4357,0.208848,76865933.2897,150744.0,-0.09%,-3.82%,-22.78%,Add to Watchlist
376,shield-xsh,"
377
",XSH,XSH,15999432.4222,0.0332124,481730691.616,22155.6,-0.97%,-3.71%,-17.13%,Add to Watchlist
377,incent,"
378
",INCNT,INCNT,15759719.8364,0.342479,46016602.0,76569.6,3.13%,-1.43%,-11.06%,Add to Watchlist
378,iocoin,"
379
",IOC,IOC,15627775.3598,0.933678,16737863.9743,20285.5,0.05%,0.44%,-22.59%,Add to Watchlist
379,hi-mutual-society,"
380
",HMC,HMC,15569124.39,0.0385279,404100000.0,1173340.0,0.21%,5.20%,-12.59%,Add to Watchlist
380,morpheus-network,"
381
",MORPH,MORPH,15558194.9933,0.637014,24423631.1812,393061.0,12.85%,-2.48%,?,Add to Watchlist
381,spacechain,"
382
",SPC,SPC,15540647.2347,0.0301765,514991706.617,9506.75,0.05%,-17.02%,-28.69%,Add to Watchlist
382,xinfin-network,"
383
",XDCE,XDCE,15533513.4036,0.00426251,3644217468.95,257960.0,4.62%,-4.72%,-25.69%,Add to Watchlist
383,dimecoin,"
384
",DIME,DIME,15507495.1099,2.87657e-05,539096740560.0,18980.9,0.79%,-25.05%,-32.65%,Add to Watchlist
384,pascal-coin,"
385
",PASC,PASC,15443513.1,0.7382,20920500.0,67461.4,-0.06%,-10.31%,-13.35%,Add to Watchlist
385,hexx,"
386
",HXX,HXX,15361276.6378,9.41034,1632382.74471,76886.6,7.10%,6.96%,-28.75%,Add to Watchlist
386,monetha,"
387
",MTH,MTH,15308240.0975,0.0703918,217471922.83,244257.0,0.50%,-5.41%,-29.45%,Add to Watchlist
